index,id,datetime,time,reading,measure,port

135,pine chip NO3 humid,03/20/2018 13:40:41,4021.000,1498.98,CH4,COM5

135,pine chip NO3 humid,03/20/2018 13:40:41,4021.000,1.04,H2,COM5

135,pine chip NO3 humid,03/20/2018 13:40:41,4021.000,2.21,C2H5OH,COM5

135,pine chip NO3 humid,03/20/2018 13:40:41,4021.000,19.63,O2,COM6

135,pine chip NO3 humid,03/20/2018 13:40:41,4021.000,980.0,Pressure,COM6

135,pine chip NO3 humid,03/20/2018 13:40:41,4021.000,33.7,uvTemperature,COM6

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,852.0,CO2,COM4

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,75.6,Humidity,COM4

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,30.0,Temperature,COM4

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,0.99,NH3,COM5

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,5.54,CO,COM5

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,0.10,NO2,COM5

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,997.30,C3H8,COM5

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,640.00,C4H10,COM5

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,1498.98,CH4,COM5

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,1.04,H2,COM5

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,2.21,C2H5OH,COM5

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,19.63,O2,COM6

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,980.0,Pressure,COM6

136,pine chip NO3 humid,03/20/2018 13:41:11,4051.000,33.6,uvTemperature,COM6

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,852.0,CO2,COM4

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,75.6,Humidity,COM4

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,30.0,Temperature,COM4

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,1.00,NH3,COM5

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,5.57,CO,COM5

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,0.10,NO2,COM5

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,1017.99,C3H8,COM5

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,651.26,C4H10,COM5

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,1525.66,CH4,COM5

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,1.05,H2,COM5

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,2.22,C2H5OH,COM5

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,19.63,O2,COM6

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,980.0,Pressure,COM6

137,pine chip NO3 humid,03/20/2018 13:41:41,4081.000,33.6,uvTemperature,COM6

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,893.0,CO2,COM4

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,75.7,Humidity,COM4

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,30.0,Temperature,COM4

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,1.00,NH3,COM5

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,5.57,CO,COM5

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,0.10,NO2,COM5

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,1017.99,C3H8,COM5

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,651.26,C4H10,COM5

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,1525.66,CH4,COM5

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,1.05,H2,COM5

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,2.22,C2H5OH,COM5

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,19.63,O2,COM6

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,980.0,Pressure,COM6

138,pine chip NO3 humid,03/20/2018 13:42:11,4111.000,33.6,uvTemperature,COM6

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,890.0,CO2,COM4

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,75.8,Humidity,COM4

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,30.0,Temperature,COM4

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,0.99,NH3,COM5

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,5.51,CO,COM5

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,0.10,NO2,COM5

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,997.30,C3H8,COM5

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,640.00,C4H10,COM5

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,1472.74,CH4,COM5

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,1.04,H2,COM5

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,2.19,C2H5OH,COM5

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,19.63,O2,COM6

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,980.0,Pressure,COM6

139,pine chip NO3 humid,03/20/2018 13:42:41,4141.000,33.6,uvTemperature,COM6

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,882.0,CO2,COM4

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,75.9,Humidity,COM4

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,30.0,Temperature,COM4

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,0.99,NH3,COM5

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,5.51,CO,COM5

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,0.10,NO2,COM5

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,997.30,C3H8,COM5

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,640.00,C4H10,COM5

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,1472.74,CH4,COM5

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,1.04,H2,COM5

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,2.19,C2H5OH,COM5

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,19.63,O2,COM6

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,980.0,Pressure,COM6

140,pine chip NO3 humid,03/20/2018 13:43:11,4171.000,33.6,uvTemperature,COM6

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,890.0,CO2,COM4

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,76.0,Humidity,COM4

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,30.0,Temperature,COM4

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,0.99,NH3,COM5

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,5.51,CO,COM5

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,0.10,NO2,COM5

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,997.30,C3H8,COM5

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,640.00,C4H10,COM5

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,1472.74,CH4,COM5

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,1.04,H2,COM5

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,2.19,C2H5OH,COM5

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,19.62,O2,COM6

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,980.0,Pressure,COM6

141,pine chip NO3 humid,03/20/2018 13:43:41,4201.000,33.6,uvTemperature,COM6

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,852.0,CO2,COM4

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,76.1,Humidity,COM4

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,30.0,Temperature,COM4

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,0.99,NH3,COM5

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,5.51,CO,COM5

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,0.10,NO2,COM5

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,997.30,C3H8,COM5

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,640.00,C4H10,COM5

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,1472.74,CH4,COM5

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,1.04,H2,COM5

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,2.19,C2H5OH,COM5

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,19.63,O2,COM6

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,980.0,Pressure,COM6

142,pine chip NO3 humid,03/20/2018 13:44:11,4231.000,33.5,uvTemperature,COM6

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,878.0,CO2,COM4

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,76.3,Humidity,COM4

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,30.0,Temperature,COM4

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,0.99,NH3,COM5

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,5.49,CO,COM5

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,0.10,NO2,COM5

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,1007.60,C3H8,COM5

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,645.61,C4H10,COM5

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,1446.95,CH4,COM5

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,1.03,H2,COM5

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,2.18,C2H5OH,COM5

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,19.63,O2,COM6

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,980.0,Pressure,COM6

143,pine chip NO3 humid,03/20/2018 13:44:41,4261.000,33.6,uvTemperature,COM6

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,889.0,CO2,COM4

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,76.3,Humidity,COM4

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,30.0,Temperature,COM4

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,0.99,NH3,COM5

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,5.49,CO,COM5

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,0.10,NO2,COM5

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,1007.60,C3H8,COM5

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,645.61,C4H10,COM5

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,1446.95,CH4,COM5

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,1.03,H2,COM5

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,2.18,C2H5OH,COM5

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,19.63,O2,COM6

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,980.0,Pressure,COM6

144,pine chip NO3 humid,03/20/2018 13:45:11,4291.000,33.5,uvTemperature,COM6

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,892.0,CO2,COM4

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,76.3,Humidity,COM4

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,30.0,Temperature,COM4

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,0.99,NH3,COM5

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,5.49,CO,COM5

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,0.10,NO2,COM5

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,1007.60,C3H8,COM5

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,645.61,C4H10,COM5

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,1446.95,CH4,COM5

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,1.03,H2,COM5

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,2.18,C2H5OH,COM5

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,19.63,O2,COM6

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,980.0,Pressure,COM6

145,pine chip NO3 humid,03/20/2018 13:45:41,4321.000,33.5,uvTemperature,COM6

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,927.0,CO2,COM4

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,76.4,Humidity,COM4

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,30.0,Temperature,COM4

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,0.99,NH3,COM5

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,5.49,CO,COM5

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,0.11,NO2,COM5

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,1007.60,C3H8,COM5

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,645.61,C4H10,COM5

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,1446.95,CH4,COM5

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,1.03,H2,COM5

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,2.18,C2H5OH,COM5

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,19.63,O2,COM6

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,980.0,Pressure,COM6

146,pine chip NO3 humid,03/20/2018 13:46:11,4351.000,33.5,uvTemperature,COM6

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,873.0,CO2,COM4

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,76.5,Humidity,COM4

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,30.0,Temperature,COM4

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,0.99,NH3,COM5

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,5.49,CO,COM5

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,0.11,NO2,COM5

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,1007.60,C3H8,COM5

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,645.61,C4H10,COM5

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,1446.95,CH4,COM5

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,1.03,H2,COM5

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,2.18,C2H5OH,COM5

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,19.63,O2,COM6

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,980.0,Pressure,COM6

147,pine chip NO3 humid,03/20/2018 13:46:41,4381.000,33.5,uvTemperature,COM6

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,853.0,CO2,COM4

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,76.6,Humidity,COM4

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,30.0,Temperature,COM4

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,0.99,NH3,COM5

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,5.49,CO,COM5

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,0.11,NO2,COM5

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,1007.60,C3H8,COM5

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,645.61,C4H10,COM5

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,1446.95,CH4,COM5

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,1.03,H2,COM5

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,2.18,C2H5OH,COM5

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,19.63,O2,COM6

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,980.0,Pressure,COM6

148,pine chip NO3 humid,03/20/2018 13:47:11,4411.000,33.5,uvTemperature,COM6

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,905.0,CO2,COM4

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,76.7,Humidity,COM4

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,30.0,Temperature,COM4

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,0.99,NH3,COM5

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,5.46,CO,COM5

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,0.11,NO2,COM5

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,1007.60,C3H8,COM5

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,645.61,C4H10,COM5

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,1421.59,CH4,COM5

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,1.02,H2,COM5

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,2.17,C2H5OH,COM5

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,19.63,O2,COM6

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,980.0,Pressure,COM6

149,pine chip NO3 humid,03/20/2018 13:47:41,4441.000,33.4,uvTemperature,COM6

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,936.0,CO2,COM4

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,76.8,Humidity,COM4

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,30.0,Temperature,COM4

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,0.99,NH3,COM5

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,5.46,CO,COM5

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,0.11,NO2,COM5

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,1007.60,C3H8,COM5

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,645.61,C4H10,COM5

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,1421.59,CH4,COM5

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,1.02,H2,COM5

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,2.17,C2H5OH,COM5

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,19.63,O2,COM6

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,980.0,Pressure,COM6

150,pine chip NO3 humid,03/20/2018 13:48:11,4471.000,33.3,uvTemperature,COM6

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,908.0,CO2,COM4

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,76.9,Humidity,COM4

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,30.0,Temperature,COM4

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,0.99,NH3,COM5

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,5.46,CO,COM5

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,0.11,NO2,COM5

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,1007.60,C3H8,COM5

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,645.61,C4H10,COM5

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,1421.59,CH4,COM5

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,1.02,H2,COM5

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,2.17,C2H5OH,COM5

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,19.63,O2,COM6

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,980.0,Pressure,COM6

151,pine chip NO3 humid,03/20/2018 13:48:41,4501.000,33.4,uvTemperature,COM6

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,892.0,CO2,COM4

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,77.0,Humidity,COM4

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,30.0,Temperature,COM4

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,0.99,NH3,COM5

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,5.46,CO,COM5

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,0.11,NO2,COM5

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,1007.60,C3H8,COM5

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,645.61,C4H10,COM5

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,1421.59,CH4,COM5

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,1.02,H2,COM5

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,2.17,C2H5OH,COM5

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,19.63,O2,COM6

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,980.0,Pressure,COM6

152,pine chip NO3 humid,03/20/2018 13:49:11,4531.000,33.3,uvTemperature,COM6

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,916.0,CO2,COM4

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,77.0,Humidity,COM4

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,30.0,Temperature,COM4

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,0.99,NH3,COM5

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,5.44,CO,COM5

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,0.11,NO2,COM5

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,1007.60,C3H8,COM5

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,645.61,C4H10,COM5

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,1396.65,CH4,COM5

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,1.01,H2,COM5

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,2.15,C2H5OH,COM5

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,19.63,O2,COM6

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,980.0,Pressure,COM6

153,pine chip NO3 humid,03/20/2018 13:49:41,4561.000,33.4,uvTemperature,COM6

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,840.0,CO2,COM4

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,77.1,Humidity,COM4

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,29.9,Temperature,COM4

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,0.99,NH3,COM5

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,5.44,CO,COM5

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,0.11,NO2,COM5

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,1007.60,C3H8,COM5

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,645.61,C4H10,COM5

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,1396.65,CH4,COM5

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,1.01,H2,COM5

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,2.15,C2H5OH,COM5

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,19.63,O2,COM6

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,980.0,Pressure,COM6

154,pine chip NO3 humid,03/20/2018 13:50:11,4591.000,33.3,uvTemperature,COM6

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,875.0,CO2,COM4

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,77.2,Humidity,COM4

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,29.9,Temperature,COM4

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,1.01,NH3,COM5

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,5.49,CO,COM5

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,0.12,NO2,COM5

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,1028.48,C3H8,COM5

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,656.95,C4H10,COM5

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,1446.95,CH4,COM5

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,1.03,H2,COM5

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,2.18,C2H5OH,COM5

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,19.63,O2,COM6

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,980.0,Pressure,COM6

155,pine chip NO3 humid,03/20/2018 13:50:41,4621.000,33.3,uvTemperature,COM6

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,907.0,CO2,COM4

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,77.3,Humidity,COM4

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,29.9,Temperature,COM4

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,0.99,NH3,COM5

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,5.41,CO,COM5

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,0.12,NO2,COM5

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,1007.60,C3H8,COM5

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,645.61,C4H10,COM5

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,1372.14,CH4,COM5

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,1.01,H2,COM5

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,2.14,C2H5OH,COM5

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,19.63,O2,COM6

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,980.0,Pressure,COM6

156,pine chip NO3 humid,03/20/2018 13:51:11,4651.000,33.3,uvTemperature,COM6

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,872.0,CO2,COM4

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,77.3,Humidity,COM4

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,29.9,Temperature,COM4

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,0.99,NH3,COM5

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,5.41,CO,COM5

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,0.12,NO2,COM5

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,1007.60,C3H8,COM5

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,645.61,C4H10,COM5

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,1372.14,CH4,COM5

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,1.01,H2,COM5

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,2.14,C2H5OH,COM5

157,pine chip NO3 humid,03/20/2018 13:51:41,4681.000,19.63,O2,COM6

